Building Energy and Water Use Metrics,,,,,,,,,,,,,,,,,,,,
City of Boston Environment Department - Building Energy Reporting and Disclosure Ordinance,,,,,,,,,,,,,,,,,,,,
"Energy and water use metrics for large buildings in calendar year 2015, as submitted by buildings for Boston's energy reporting ordinance. For more information, please visit berdo.greenovateboston.org. Field name definitions are on the second tab.",,,,,,,,,,,,,,,,,,,,
"September 28, 2016",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),Tax Parcel,Years Reported
Granite Lena Park,Yes,Multifamily Housing,754 Blue Hill Avenue,02121,115064,124.9,22,,Multifamily Housing,1920,875.5,7.6,14370941,18%,82%,,87.8,,14019450001401946000140251900014027710001402774000140278800014028230001405083000      1401933000,"2015, 2016"
Grant Manor Apartments,Yes,Multifamily Housing,75 Federal Street 4th Floor,02110,152212,101.9,58,,Multifamily Housing,1900,944.0,6.2,15506538,18%,82%,,17.1,,0801675000,"2015, 2016"
Greater Boston Legal Services,Yes,Office,32 38 Anthony R Valenti Wy,02114,50400,56.7,85,,Office,1900,254.3,5.0,2858383,82%,18%,,11.8,,0301592000,"2014, 2015, 2016"
Greenhill House,Yes,Office,40 Harvard Way,02163,5940,91.5,72,,Office,1965,38.2,6.4,543245,13%,,87%,29.6,,2200530000,"2014, 2015, 2016"
GREENWOOD E,Municipal,K-12 School,612 METROPOLITAN AVE,02136,51128,36.8,100,,K-12 School,1957,114.7,2.2,1880067,18%,82%,,,,Not Available,2016
GREENWOOD S,Municipal,K-12 School,186 GLENWAY ST,02121,58452,51.5,97,,K-12 School,1925,182.2,3.1,3009783,17%,83%,,,,Not Available,2016
GREW,Municipal,K-12 School,40 Gordon Ave.,02136,32216,53.8,96,,K-12 School,1956,107.2,3.3,1732833,20%,80%,,,,Not Available,2016
GUILD,Municipal,K-12 School,5 Ashley St.,02128,36628,68.4,90,,K-12 School,1921,151.5,4.1,2506623,17%,83%,,,,Not Available,2016
HALE,Municipal,K-12 School,51 Cedar St.,02119,23084,68,87,,K-12 School,1909,100.4,4.3,1569356,25%,75%,,,,Not Available,2016
HALEY,Municipal,K-12 School,570 American Legion HWY.,02131,38993,69.4,64,,K-12 School,1971,193.5,5,2707487,42%,58%,,,,Not Available,2016
HAMILTON,Municipal,K-12 School,198 Strathmore Rd.,02135,31570,52.5,98,,K-12 School,1924,97.2,3.1,1658560,13%,87%,,,,Not Available,2016
Hamilton Hall,Yes,Residence Hall/Dormitory,700 Soldiers Field Road,02163,49297,52.2,88,,Residence Hall/Dormitory,1926,201.6,4.1,2571798,40%,,60%,21.8,,2200530000,"2014, 2015, 2016"
Hanover,Yes,Multifamily Housing,216-228 Hanover Street,02113,76200,49.1,100,,Multifamily Housing Restaurant Retail Store,1920,217.8,2.9,3740838,12%,88%,,39.4,,0302391000,"2015, 2016"
Harbor Garage,Yes,Other,70 East India Row,02110,364500,10.8,Not Available,,Other,1969,379.7,1.0,3924572,100%,,,9.1,,0302995000,"2014, 2015, 2016"
Harbor Patrol,Municipal,Police Station,Drydock  /  Summer St,02127,1000,435.2,Not Available,,Police Station,2000,42.1,42.1,435160,100%,,,,,Not Available,2016
Harbor Point Apartments,Yes,Multifamily Housing,400 Mt Vernon,02125,2162289,12,100,,Multifamily Housing Parking Retail Store,1989,2120.2,1.0,25878876,66%,34%,,291.8,,1303445000,"2015, 2016"
Harbor Seafood,Yes,Other,8 Seafood Way,02210,66087,145.1,Not Available,,Other,2001,864.2,13.1,9590752,85%,15%,,165507.0,,0602674003,"2015, 2016"
Harborside Inn,Yes,Hotel,185 State Street,02109,62370,126.8,11,,Hotel,1875,588.0,9.4,7909195,49%,51%,,42.0,,0303808000,"2014, 2015, 2016"
Harborview at the Navy Yard,Yes,Multifamily Housing,250 First Avenue,02129,225748,56.8,81,,Multifamily Housing Parking,2008,994.0,4.4,12814098,56%,44%,,41.2,,Not Available,2016
Harpoon,Yes,Other,306 Northern Ave,01220,47515,738.9,Not Available,,Other,1943,2101.9,44.2,35109069,15%,85%,,431.2,,Not Available,"2015, 2016"
Harvard Club,Yes,Hotel,374 Commonwealth Avenue,02215,95000,146.3,41,,Hotel Parking Restaurant,1913,889.6,9.4,13902967,25%,75%,,40.1,,0503816000,2016
Harvard Institutes of Medicine (HIM),Yes,Laboratory,4 Blackfan St,02115,295537,517.8,Not Available,,Laboratory,1992,10755.9,36.4,153036166,25%,0%,48%,140.3,,0401849000,"2014, 2015, 2016"
Harvard Stadium,Yes,Stadium (Open),79 North Harvard Street,02134,351745,32,Not Available,,Stadium (Open),1903,737.1,2.1,11244912,29%,71%,,,,2200533000,"2014, 2015, 2016"
Harvard Vanguard Medical,Yes,Medical Office,291 Independence Drive,02467,44508,179.1,13,,Medical Office Parking,1984,587.1,13.2,7971042,47%,53%,,15.7,,2006994100,2016
Harvard Vanguard Medical Associates,Yes,Medical Office,133 brookline Ave,02215,278667,206.5,Not Available,,Data Center Medical Office Parking,1900,4496.0,16.1,57541885,57%,43%,,717.1,,2100074000,"2014, 2015, 2016"
Hawes Hall,Yes,College/University,37 Harvard Way,02163,61104,74.7,Not Available,,College/University,2002,401.1,6.6,4562452,71%,,29%,21.9,,2200530000,"2014, 2015, 2016"
Hawthorne Place Condominium Trust,Yes,Multifamily Housing,2 Hawthorne Place,02114,476544,54.6,100,,Multifamily Housing,1000,1473.2,3.1,26041019,8%,92%,,35.5,,0300475000,"2015, 2016"
Haynes House,Yes,Multifamily Housing,735 Shawmut Ave,02119,138710,70.3,80,,Multifamily Housing Parking,1974,592.5,4.3,9749278,18%,82%,,55.7,,0902160000,"2015, 2016"
Headquarters BFD,Municipal,Fire Station,115 South Hampton St,02118,62432,300.9,Not Available,,Fire Station,2000,1118.4,17.9,18784063,15%,85%,,,,Not Available,2016
Headquarters BPD,Municipal,Police Station,1199 Tremont St,02120,180000,216.8,Not Available,,Police Station,2000,2929.5,16.3,39026593,50%,50%,,,,Not Available,2016
Health Center,Yes,College/University,94 Pilgrim Road,02115,5400,107,Not Available,,College/University,1967,37.5,6.9,577756,27%,73%,,5.8,,0402012000,"2015, 2016"
Hearth at Olmstead Green: 2 Kingbird Road,Yes,Multifamily Housing,305 American Legion Hwy,02124,59580,46.4,76,,Multifamily Housing,2012,197.2,3.3,2763244,42%,58%,,18.2,,1405196900,"2015, 2016"
Hebrew Rehabilitation Center,Yes,Hospital (General Medical & Surgical),1200 Centre St,02131,420000,179,94,,Hospital (General Medical & Surgical) Parking,1963,5090.5,12.1,75163695,33%,66%,,45.1,,Not Available,"2014, 2015, 2016"
HEMENWAY,Municipal,K-12 School,37 Millstone Rd.,02136,15077,85.7,73,,K-12 School,1947,82.8,5.5,1292068,25%,75%,,,,Not Available,2016
Hemenway Apartments,Yes,Multifamily Housing,491 Huntington Ave,02115,70300,120,24,,Multifamily Housing,1900,518.8,7.4,8436720,19%,81%,,83.1,,0401797000,"2015, 2016"
HENNIGAN,Municipal,K-12 School,200 Heath St.,02130,137800,215,6,,K-12 School,1972,1590.3,11.5,29626745,1%,99%,,,,Not Available,2016
HERNANDEZ,Municipal,K-12 School,61 School St.,02119,64313,63.4,93,,K-12 School,1923,236.4,3.7,4076839,11%,89%,,,,Not Available,2016
HF GROUP LLC,Yes,Manufacturing/Industrial Plant,100 CAMBRIDGE ST.,02129,39754,168,Not Available,,Manufacturing/Industrial,1950,540.6,13.6,6679084,64%,36%,,14.2,,0202138000 0202139000,2016
HIGGINSON,Municipal,K-12 School,160 Harrishof St.,02119,22968,66.4,93,,K-12 School,1922,91.4,4,1525667,16%,84%,,,,Not Available,2016
High Pressure Station,Municipal,Fire Station,117 Kneeland St,02111,2500,169.2,Not Available,,Fire Station,2000,40.9,16.4,422955,100%,,,,,Not Available,2016
Hillview Condominium Trust,Yes,Other - Lodging/Residential,5050 Washington Street,02132,88818,58.3,Not Available,,Other - Lodging/Residential,1983,322.3,3.6,5180107,21%,79%,,36.2,,2012245000,"2015, 2016"
Hilton Boston Downtown/Faneuil Hall,Yes,Hotel,89 Broad St,02110,338757,121.7,Not Available,,Hotel Office Restaurant Retail Store,1998,3044.3,9.0,41222802,32%,18%,50%,40.1,,0304029000,"2014, 2015, 2016"
Holden,Municipal,K-12 School,8 Pearl St,02129,11212,9.8,100,,K-12 School,2000,10.6,0.9,109321,100%,,,1.4,,Not Available,2016
HOLLAND,Municipal,K-12 School,85 Olney St.,02121,138585,108.6,49,,K-12 School,1972,895.7,6.5,15052308,15%,85%,,,,Not Available,2016
HOLMES,Municipal,K-12 School,40 School St,02124,60280,48.9,97,,K-12 School,1906,180.3,3,2948235,18%,82%,,,,Not Available,2016
Holmes Sports Center,Yes,College/University,331 Brookline Avenue,02115,53100,128.7,Not Available,,College/University,1989,466.1,8.8,6834944,35%,65%,,15.7,,0402012000,"2015, 2016"
Holy Family Church,Yes,Worship Facility,24 Hartford Street,02125,36072,49.4,85,,Worship Facility,1925,100.7,2.8,1780447,8%,92%,,19.9,,1301049000,2016
Holy Name Parish School,Yes,K-12 School,535 West Roxbury Parkway,02132,118893,59.6,48,,K-12 School Parking,1953,412.5,3.5,7090668,12%,88%,,6.0,,2005897000,"2015, 2016"
Home Depot,Yes,Retail Store,1213 VFW Parkway,02132,102849,93,65,,Parking Retail Store,1994,746.6,7.3,9563082,57%,43%,,8.5,,2009216400,"2014, 2015, 2016"
Honan-Allston Branch,Municipal,Library,300 North Harvard St,02134,20000,100.3,Not Available,,Library,2000,139.6,7,2006627,38%,62%,,,,Not Available,2016
Horticultural Hall,Yes,Office,300 Mass AVe,02115,65712,57,65,,Office,1901,362.3,5.5,3745128,100%,,,8.4,,Not Available,"2014, 2015, 2016"
Hostelling International - Boston,Yes,Hotel,19 Stuart Street,02116,65000,198.2,22,,Bank Branch Hotel,2012,881.6,13.6,12884932,35%,65%,,62.7,,0304925000,"2014, 2015, 2016"
Hotel Commonwealth,Yes,Hotel,500 Commonwealth Avenue,02215,280000,76,63,,Hotel Parking,2003,1616.7,5.8,21289715,52%,48%,,40.1,,0503934022 0503934026,2016
"HTA - St. Elizabeth's MOB 1, LLC",Yes,Medical Office,11 Nevins Street,02135,50676,54.9,69,,Medical Office,1988,269.0,5.3,2780873,100%,,,,,2101835200,"2015, 2016"
Huntington Plaza,Yes,Office,263-289 Huntington Avenue,02115,87751,138.9,47,,Office Restaurant Retail Store,1927,1004.2,11.4,12188751,67%,33%,,52.6,,Not Available,2016
HURLEY,Municipal,K-12 School,70 Worcester St.,02118,42043,76.1,86,,K-12 School,1961,188.7,4.5,3199112,13%,87%,,,,Not Available,2016
Hurley Building,Yes,State Office Building,19 Staniford Street,02114,347022,190.45,0,,State Office Building Office,1969,4757.0,,66090998,39%,61%,,,,,"2015, 2016"
Hyatt Regency Boston,Yes,Hotel,One Avenue De Lafayette,02111,462684,86.2,54,,Hotel Other Restaurant,1983,3252.1,7.0,39892531,65%,35%,,34334.0,,0304500100,"2014, 2015, 2016"
Hyde Park Branch,Municipal,Library,35 Harvard Ave,02134,30000,34.8,Not Available,,Library,2000,100.9,3.4,1042721,100%,,,,,Not Available,2016
Hyde Park Community Center,Municipal,Other - Recreation,1175 River St,02136,40000,22.5,Not Available,,Other - Recreation,2000,87.3,2.2,901860,100%,,,,,Not Available,2016
HYDE PARK HS,Municipal,K-12 School,655 Metropolitan Ave.,02136,186589,66.5,66,,K-12 School,1929,806.6,4.3,12407402,27%,73%,,,,Not Available,2016
Hyde Park Storage LLC,Yes,Self-Storage Facility,1641 Hyde Park Ave,02136,40188,20.2,Not Available,,Self-Storage Facility,1997,38.2,1.0,812535,11%,89%,,0.6,212511,09450000,2016
"IM000106 - 32 George St, Boston, MA",Yes,Non-Refrigerated Warehouse,32 George St,02119,242500,9.3,99,,Non-Refrigerated Warehouse,1930,169.9,0.7,2251756,51%,49%,,0.1,,Not Available,2016
Independence Wharf,Yes,Financial Office,470 Atlantic Avenue,02210,324022,72.3,82,,Financial Office Office Parking,2001,2081.9,6.4,23416054,74%,0%,26%,15.3,,0302956000,"2014, 2015, 2016"
International Village,Yes,College/University,1155-1175 Tremont Street,02115,495301,81.2,Not Available,,College/University,2009,3057.8,6.2,40198774,53%,47%,,31.0,,Not Available,"2014, 2015, 2016"
IRVING,Municipal,K-12 School,105 Cummins HWY,02131,110370,58.1,91,,K-12 School,1936,387.9,3.5,6412474,17%,83%,,,,Not Available,2016
Isabella Stewart Gardner Museum,Yes,Museum,25 Evans Way,02115,70000,165.5,Not Available,,Museum,2011,1021.0,14.6,11584593,80%,20%,,47.8,,Not Available,"2014, 2015, 2016"
Isabella Stewart Gardner Museum,Yes,Museum,280 the Fenway,02115,63000,102.5,Not Available,,Museum,1903,406.4,6.5,6457129,23%,77%,,,,Not Available,"2014, 2015, 2016"
Jack Young Company,Yes,Distribution Center,354 Cambridge Street,02134,40000,26.5,Not Available,,Distribution Center Multifamily Housing,1920,93.4,2.3,1059918,80%,20%,,1.8,,2100675010,2016
JACKSON MANN,Municipal,K-12 School,40 Armington St.,02134,207798,158.7,10,,K-12 School,1975,1850.2,8.9,32968337,7%,93%,,,,Not Available,2016
Jackson Square Limited Partnership,Yes,Supermarket/Grocery Store,301 Centre Street,02130,46660,218.2,87,,Parking Supermarket/Grocery,1996,815.6,17.5,10182207,62%,38%,,20.8,,1001850010,2016
Jaharis Family Center for  Biological and Nutrition Sciences,Yes,Laboratory,150 Harrison Avenue,02111,179423,387.3,Not Available,,Laboratory,2002,5469.7,30.5,69496031,41%,0%,59%,62.4,,0305104000,"2014, 2015, 2016"
Jamaica Plain,Yes,Multifamily Housing,48 School Street,02130,156000,71.5,84,,Multifamily Housing Parking,1920,686.4,4.4,11151154,19%,81%,,58.0,,1101481000110232700011023280001102329000110233000011023310001102332000110234200014010950001401097000140429800014042990001904778000,"2015, 2016"
Jamaica Plain Branch,Municipal,Library,12 Sedgewick St,02130,9252,86.5,Not Available,,Library,2000,50.8,5.5,799844,24%,76%,,,,Not Available,2016
Jamaicaway Tower and Townhouses,Yes,Multifamily Housing,111 Perkins Street,02130,445701,60.8,73,,Multifamily Housing,1965,2190.8,4.9,27083158,31%,1%,,22.7,,1002149000,"2015, 2016"
Jamestown - 1 Design Center Boston,Yes,Distribution Center,1 Design Center Place,02210,495668,76.5,Not Available,,Distribution Center Office Restaurant,1985,2870.1,4.7,37916572,52%,48%,,9.1,,0602674012 0602674018,"2014, 2015, 2016"
Jamestown - 21-25 Drydock Ave Boston,Yes,Mixed Use Property,21-25 Drydock Ave,02210,716455,83,Not Available,,Manufacturing/Industrial Non-Refrigerated Warehouse Office Other,1985,4072.3,5.0,59474690,35%,65%,,7.5,698449,0602674013,"2014, 2015, 2016"
Jean Yawkey Center/Marian Hall,Yes,College/University,400R The Fenway,02115,87877,213.6,Not Available,,College/University Parking,1954,1280.3,14.6,18771531,35%,65%,,33.7,,0401847000,"2014, 2015, 2016"
John Hancock - 601 Congress Street,Yes,Financial Office,601 Congress Street,02210,525642,60.8,97,,Data Center Financial Office Parking,2004,3054.0,-0.6,31955665,97%,3%,,11.9,,0602678701,"2014, 2015, 2016"
JOKAM,Yes,Office,74 Lawley Street,02122,45724,42.5,98,,Office,1935,129.4,2.8,1944731,31%,69%,,1.1,,1602618000,2016
Jordan Hall,Yes,College/University,290 Huntington Ave,02115,143000,76.8,Not Available,,College/University,1867,770.7,5.4,10983556,39%,61%,,13.0,,Not Available,2016
JP Plaza,Yes,Strip Mall,315 Centre Street,02130,43792,84.1,Not Available,,Parking Strip Mall,1991,301.4,6.9,3682763,66%,34%,,18.8,,1001850100,2016
Judge Baker Children's Center,Yes,Other - Education,53 Parker Hill Ave,02120,72000,96.1,Not Available,,Other - Education,2003,494.5,6.9,6917698,42%,58%,,14.0,,1001439001,"2014, 2015, 2016"
Julia Martin House: Julia Martin House,Yes,Multifamily Housing,90 Bickford St,02130,44892,56.6,68,,Multifamily Housing,2006,179.5,4.0,2542578,40%,60%,,43.5,,1002334010,2016
Julie Hall,Yes,Residence Hall/Dormitory,400 The Fenway,02115,53826,78.4,71,,Residence Hall/Dormitory,1958,299.2,5.6,4217760,41%,59%,,38.7,,0401862030,"2014, 2015, 2016"
Kenmore Abbey,Yes,Multifamily Housing,488 Commonwealth Avenue,02115,199419,58.9,82,,Multifamily Housing,1978,793.6,4.0,11736592,33%,67%,,37.7,,0503924000,"2015, 2016"
Kenmore Tower,Yes,Multifamily Housing,566 Commonwealth Avenue,02215,100000,31.7,100,,Multifamily Housing,1980,115.5,1.2,3173994,,69%,,42.3,,Not Available,2016
KENNEDY JF,Municipal,K-12 School,7 Bolster St.,02130,49194,66.6,92,,K-12 School,1963,191.2,3.9,3275809,12%,88%,,,,Not Available,2016
KENNEDY PJ,Municipal,K-12 School,343 Saratoga St.,02128,36190,38.2,100,,K-12 School,1926,86.6,2.4,1383320,22%,78%,,,,Not Available,2016
KENNEY,Municipal,K-12 School,19 Oakton Ave.,02122,37578,39.3,99,,K-12 School,1926,93.5,2.5,1475145,23%,77%,,,,Not Available,2016
KENT,Municipal,K-12 School,50 Bunker Hill St.,02129,93350,85.2,68,,K-12 School,1972,474.9,5.1,7957880,15%,85%,,,,Not Available,2016
Keystone Apartments,Yes,Multifamily Housing,151 Hallet Street,02124,279125,59.8,Not Available,,Multifamily Housing Parking,1979,1057.5,3.8,16705041,23%,77%,,27.9,,1604327000,"2015, 2016"
KILMER,Municipal,K-12 School,35 Baker St.,02132,25068,54.9,95,,K-12 School,1935,87.9,3.5,1375708,25%,75%,,,,Not Available,2016
KING,Municipal,K-12 School,77 Lawrence Ave.,02121,113462,48.4,96,,K-12 School,1937,333.5,2.9,5487008,18%,82%,,,,Not Available,2016
King Terminal,Yes,Office,60 K Street,02127,222018,67.7,Not Available,,Office,1900,1164.3,5.2,15031117,49%,37%,,6.9,,0603405060,"2014, 2015, 2016"
Kneeland Street Station,Yes,Energy/Power Station,165 Kneeland Street,02111,169000,34.2,Not Available,,Energy/Power Station,1930,559.9,3.3,5787366,100%,,,10.0,,Not Available,"2014, 2015, 2016"
La Concha,Yes,Multifamily Housing,1 Forest Place,02119,102891,97.8,42,,Multifamily Housing,1900,618.1,6.0,10065413,19%,81%,,52.0,,01301099000802374000080257300012004200001301150000,"2015, 2016"
Laconia Condominium Association,Yes,Multifamily Housing,1200 Washington Street,02118,96000,82.2,34,,Multifamily Housing,1944,578.7,6.0,7891284,46%,54%,,31.9,,0306395010,"2015, 2016"
Ladies Garment Workers Center,Yes,Other,33 Harrison Ave,02111,60600,7.2,Not Available,,Other,1908,42.4,0.7,438687,100%,,,13.5,,Not Available,"2014, 2016"
Lafayette City Center,Yes,Office,2 Avenue de Lafayette,02111,611570,65.8,70,,Office Retail Store,1984,3845.0,6.3,40232087,97%,3%,,5.6,,0304500200,2016
Landfall West Apartments: 401 Border Street,Yes,Multifamily Housing,401 Border St,02128,51620,78.1,45,,Multifamily Housing,1976,256.3,5.0,4031619,24%,76%,,38.4,,0103613000,"2015, 2016"
Landmark at Longwood,Yes,Senior Care Community,63 Parket Hill Road,02120,35000,75.7,69,,Parking Senior Care Community,2002,256.4,7.3,2650578,100%,,,75.1,,1001441000,"2015, 2016"
Landmark Center,Yes,Office,401 Park Drive,02215,1003987,85.7,78,,Data Center Non-Refrigerated Warehouse Office Other - Mall Retail Store,1928,6973.2,6.9,86059819,64%,36%,,12.9,,2100077000,"2014, 2015, 2016"
Landmark Square,Yes,Multifamily Housing,75 Peterborough Street,02115,204157,70.3,89,,Multifamily Housing Parking,2000,876.8,4.3,14356635,18%,82%,,42.6,,0504311000,"2015, 2016"
Langham Court,Yes,Multifamily Housing,26 Worcester St,02118,107340,57.1,83,,Multifamily Housing Parking,1991,386.6,3.6,6133522,23%,77%,,42.2,,0900660000,2016
LATIN,Municipal,K-12 School,78 Louis Pasteur Ave.,02115,336545,67.1,63,,K-12 School,1922,1425.1,4.2,22598382,23%,77%,,,,Not Available,2016
LATIN ACADEMY,Municipal,K-12 School,205 Townsend St.,02121,332366,40.8,93,,K-12 School,1926,881.2,2.7,13575394,27%,73%,,,,Not Available,2016
Latin Academy I / New Girls Latin Academy,Yes,Multifamily Housing,380 Talbot Avenue,02124,79599,122.8,3,,Multifamily Housing,1930,660.7,8.3,9777549,33%,67%,,53.9,,1704781102,"2015, 2016"
Laurel Ridge Rehab and Skilled Care Center,Yes,Residential Care Facility,174 Forest Hill St,02130,38894,136.1,Not Available,,Parking,1960,349.0,9.0,5295015,29%,71%,,84.7,,1700021000,2016
Lavietes Pavilion,Yes,Indoor Arena,45 North Harvard Street,02134,31140,105.7,Not Available,,Indoor Arena,1926,250.4,8.0,3291192,32%,,68%,5.1,,2200533000,"2014, 2015, 2016"
LBB Apartments,Yes,Multifamily Housing,102 Talbot Avenue,02124,82096,101.5,45,,Multifamily Housing,1920,513.8,6.3,8331747,20%,80%,,57.5,,140219500014021960001402197000140219800014021990001402200000140253100014028030001402804000180090200018009040001800908000,2016
LEE,Municipal,K-12 School,155 Talbot Ave.,02124,153460,106.1,50,,K-12 School,1971,946.6,6.2,16281772,12%,88%,,2.0,,Not Available,2016
Lefavour Hall,Yes,College/University,2 Avenue Louis Pasteur,02115,122900,121.6,Not Available,,College/University,1961,1000.7,8.1,14949375,32%,68%,,14.3,,0401842000,"2014, 2015, 2016"
"Legal Sea Foods, LLC",Yes,Distribution Center,1 Seafood Way,02210,75000,228.5,3,,Distribution Center,2003,1212.7,16.2,17139140,40%,60%,,230.1,,0602674000,"2015, 2016"
Leventhal House: 40 Wallingford Rd.,Yes,Multifamily Housing,40 Wallingford Rd,02135,158387,95.4,30,,Multifamily Housing,2007,991.9,6.3,15108158,29%,71%,,55.6,,2102565010,"2015, 2016"
Lewenberg,Municipal,K-12 School,20 Outlook Rd.,02126,120944,54,91,,K-12 School,1930,406.6,3.4,6531994,21%,79%,,,,Not Available,2016
LEWIS,Municipal,K-12 School,131 Walnut Ave.,02119,76220,45.3,99,,K-12 School,1912,204.6,2.7,3450535,14%,86%,,,,Not Available,2016
LHRRB,Yes,Laboratory,45 Shattuck St,02115,66053,371.4,Not Available,,Laboratory,1977,1729.2,26.2,24532841,33%,,25%,22.0,,0401882000,"2014, 2015, 2016"
Liberty Mutual Tower,Yes,Office,157 Berkeley Street,02116,757241,91,85,,Office Parking Restaurant,2013,5280.3,7.0,68897206,54%,46%,,15.6,,0501149000 0501150000 0501148000,"2015, 2016"
Liberty Wharf-Boston Reporting,Yes,Restaurant,250 Northern Ave,02110,75661,482.5,Not Available,,Office Parking Restaurant,2010,2696.7,35.6,36505854,48%,52%,,155.0,,0602673121,"2015, 2016"
LILLA FREDRICK,Municipal,K-12 School,264 Columbia Rd.,02121,144008,75.7,42,,K-12 School,2002,760.9,5.3,10898471,38%,62%,,,,Not Available,2016
Lincoln Halls at Park Drive Condominium,Yes,Multifamily Housing,11-15 Park Drive,02215,52865,84.3,76,,Multifamily Housing,1920,266.2,5.0,4459149,15%,85%,,38.6,,0504213000,"2015, 2016"
Lincoln Plaza,Yes,Multifamily Housing,66-86 Lincoln St,02111,121500,42.5,88,,Multifamily Housing,1950,414.3,3.4,5158352,62%,38%,,31.9,,0304304100,"2015, 2016"
