Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),Tax Parcel,Years Reported, Total Source Energy (kBTU) ,Source EUI (kBTU/sf)
King Terminal,Yes,Office,60 K Street,2127,222018,67.7,Not Available,,Office,1900,1164.3,5.2,15031117,0.49,0.37,,6.9,,603405060,2014 2015 2016,28966465.57,130.4689961
Kneeland Street Station,Yes,Energy/Power Station,165 Kneeland Street,2111,169000,34.2,Not Available,,Energy/Power Station,1930,559.9,3.3,5787366,1,,,10,,Not Available,2014 2015 2016,18172329.24,107.5285754
La Concha,Yes,Multifamily Housing,1 Forest Place,2119,102891,97.8,42,,Multifamily Housing,1900,618.1,6,10065413,0.19,0.81,,52,,1.3011E+48,2015 2016,14565659.15,141.5639769
Laconia Condominium Association,Yes,Multifamily Housing,1200 Washington Street,2118,96000,82.2,34,,Multifamily Housing,1944,578.7,6,7891284,0.46,0.54,,31.9,,306395010,2015 2016,15872528.64,165.33884
Ladies Garment Workers Center,Yes,Other,33 Harrison Ave,2111,60600,7.2,Not Available,,Other,1908,42.4,0.7,438687,1,,,13.5,,Not Available,2014 2016,1377478.122,22.73066208
Lafayette City Center,Yes,Office,2 Avenue de Lafayette,2111,611570,65.8,70,,Office Retail Store,1984,3845,6.3,40232087,0.97,0.03,,5.6,,304500200,2016,123806201.3,202.4399518
Landfall West Apartments: 401 Border Street,Yes,Multifamily Housing,401 Border St,2128,51620,78.1,45,,Multifamily Housing,1976,256.3,5,4031619,0.24,0.76,,38.4,,103613000,2015 2016,6255460.04,121.1828756
Landmark at Longwood,Yes,Senior Care Community,63 Parket Hill Road,2120,35000,75.7,69,,Parking Senior Care Community,2002,256.4,7.3,2650578,1,,,75.1,,1001441000,2015 2016,8322814.92,237.794712
Landmark Center,Yes,Office,401 Park Drive,2215,1003987,85.7,78,,Data Center Non-Refrigerated Warehouse Office Other - Mall Retail Store,1928,6973.2,6.9,86059819,0.64,0.36,,12.9,,2100077000,2014 2015 2016,205476424.3,204.6604431
Landmark Square,Yes,Multifamily Housing,75 Peterborough Street,2115,204157,70.3,89,,Multifamily Housing Parking,2000,876.8,4.3,14356635,0.18,0.82,,42.6,,504311000,2015 2016,20475432.84,100.2925829
Langham Court,Yes,Multifamily Housing,26 Worcester St,2118,107340,57.1,83,,Multifamily Housing Parking,1991,386.6,3.6,6133522,0.23,0.77,,42.2,,900660000,2016,9388581.972,87.46582795
LATIN,Municipal,K-12 School,78 Louis Pasteur Ave.,2115,336545,67.1,63,,K-12 School,1922,1425.1,4.2,22598382,0.23,0.77,,,,Not Available,2016,34591343.17,102.7837085
LATIN ACADEMY,Municipal,K-12 School,205 Townsend St.,2121,332366,40.8,93,,K-12 School,1926,881.2,2.7,13575394,0.27,0.73,,,,Not Available,2016,21914758.21,65.9356198
Latin Academy I / New Girls Latin Academy,Yes,Multifamily Housing,380 Talbot Avenue,2124,79599,122.8,3,,Multifamily Housing,1930,660.7,8.3,9777549,0.33,0.67,,53.9,,1704781102,2015 2016,17010002,213.696177
Laurel Ridge Rehab and Skilled Care Center,Yes,Residential Care Facility,174 Forest Hill St,2130,38894,136.1,Not Available,,Parking,1960,349,9,5295015,0.29,0.71,,84.7,,1700021000,2016,8769074.342,225.4608511
Lavietes Pavilion,Yes,Indoor Arena,45 North Harvard Street,2134,31140,105.7,Not Available,,Indoor Arena,1926,250.4,8,3291192,0.32,,0.68,5.1,,2200533000,2014 2015 2016,5992602.394,192.4406677
LBB Apartments,Yes,Multifamily Housing,102 Talbot Avenue,2124,82096,101.5,45,,Multifamily Housing,1920,513.8,6.3,8331747,0.2,0.8,,57.5,,1.4022E+119,2016,12231004.6,148.9841721
LEE,Municipal,K-12 School,155 Talbot Ave.,2124,153460,106.1,50,,K-12 School,1971,946.6,6.2,16281772,0.12,0.88,,2,,Not Available,2016,21179328.37,138.0120446
Lefavour Hall,Yes,College/University,2 Avenue Louis Pasteur,2115,122900,121.6,Not Available,,College/University,1961,1000.7,8.1,14949375,0.32,0.68,,14.3,,401842000,2014 2015 2016,25694985.75,209.0723007
"Legal Sea Foods, LLC",Yes,Distribution Center,1 Seafood Way,2210,75000,228.5,3,,Distribution Center,2003,1212.7,16.2,17139140,0.4,0.6,,230.1,,602674000,2015 2016,32324418.04,430.9922405
Leventhal House: 40 Wallingford Rd.,Yes,Multifamily Housing,40 Wallingford Rd,2135,158387,95.4,30,,Multifamily Housing,2007,991.9,6.3,15108158,0.29,0.71,,55.6,,2102565010,2015 2016,25020620.46,157.9714274
Lewenberg,Municipal,K-12 School,20 Outlook Rd.,2126,120944,54,91,,K-12 School,1930,406.6,3.4,6531994,0.21,0.79,,,,Not Available,2016,9725485.122,80.41312609
LEWIS,Municipal,K-12 School,131 Walnut Ave.,2119,76220,45.3,99,,K-12 School,1912,204.6,2.7,3450535,0.14,0.86,,,,Not Available,2016,4632687.888,60.7804761
LHRRB,Yes,Laboratory,45 Shattuck St,2115,66053,371.4,Not Available,,Laboratory,1977,1729.2,26.2,24532841,0.33,,0.25,22,,401882000,2014 2015 2016,32780782.14,496.2799895
Liberty Mutual Tower,Yes,Office,157 Berkeley Street,2116,757241,91,85,,Office Parking Restaurant,2013,5280.3,7,68897206,0.54,0.46,,15.6,,0501149000 0501150000 0501148000,2015 2016,150099453,198.2188669
Liberty Wharf-Boston Reporting,Yes,Restaurant,250 Northern Ave,2110,75661,482.5,Not Available,,Office Parking Restaurant,2010,2696.7,35.6,36505854,0.48,0.52,,155,,602673121,2015 2016,74953819.02,990.6532959
LILLA FREDRICK,Municipal,K-12 School,264 Columbia Rd.,2121,144008,75.7,42,,K-12 School,2002,760.9,5.3,10898471,0.38,0.62,,,,Not Available,2016,20098960.77,139.5683627
Lincoln Halls at Park Drive Condominium,Yes,Multifamily Housing,11-15 Park Drive,2215,52865,84.3,76,,Multifamily Housing,1920,266.2,5,4459149,0.15,0.85,,38.6,,504213000,2015 2016,6080049.662,115.0108704
Lincoln Plaza,Yes,Multifamily Housing,66-86 Lincoln St,2111,121500,42.5,88,,Multifamily Housing,1950,414.3,3.4,5158352,0.62,0.38,,31.9,,304304100,2015 2016,12100462.12,99.59228084
Lindemann Mental Health Center,Yes,Mental Health Center,31 Staniford Street,2114,225875,125.59,0,,Mental Health Center Other/Specialty Hospital,1970,2040.4,,28368090,0.39,0.61,,,,,2015 2016,52909324.66,234.2416144
Loeb House,Yes,Office,10 Harvard Way,2163,6067,53.7,84,,Office,1940,24.5,4,325520,0.29,,0.71,21.7,,2200530000,2014 2015 2016,573761.552,94.5708838
Loews Boston Hotel,Yes,Hotel,350 Stuart Street,2116,172000,121.8,42,,Hotel,2004,1498.2,8.7,20956110,0.42,0.58,,43.7,,401117000,2014 2015 2016,40399188.86,234.879005
Loftman Hall,Yes,College/University,"163, 157, 153 Hemenway Street",2115,53219,78.6,Not Available,,College/University,1909,251.4,4.7,4184895,0.16,0.84,,37,,Not Available,2014 2015 2016,5793568.638,108.8627866
Long Island Campus,Municipal,Residence Hall/Dormitory,1 Long Island Rd,2171,300000,4.2,100,,Residence Hall/Dormitory,2000,121.3,0.4,1253658,1,,,,,Not Available,2016,3936484.864,13.12161621
Long Island Firing Range,Municipal,Police Station,Long Island Road,2169,1000,16.8,Not Available,,Police Station,2000,1.6,1.6,16787,1,,,,,Not Available,2016,52711.18,52.71118
Longfellow Place,Yes,Multifamily Housing,5 Longfellow Place,2114,994177,46.8,69,,Multifamily Housing Parking,1975,3840.6,3.9,46522113,0.67,0.33,,23.8,,300470000,2015 2016,113993133.5,114.6608033
Longwood Galleria,Yes,Mixed Use Property,400 Brookline Avenue,2215,292745,147.3,Not Available,,Hotel Multifamily Housing Office Other Other - Restaurant/Bar Parking Retail Store,1969,3688.8,12.6,43116029,0.68,0.11,0.21,69.7,,401914000,2014 2015 2016,107906485.8,368.6023187
Loretto Hall,Yes,Residence Hall/Dormitory,420 The Fenway,2115,57190,72.3,81,,Residence Hall/Dormitory,1964,263.9,4.6,4135486,0.24,0.76,,31.2,,401847000,2014 2015 2016,6416620.078,112.1982878
Lovejoy Wharf,Yes,Office,160 N. Washington St. ,2144,234641,58.5,85,,Office,2015,1205.3,5.1,13731965,0.79,0.21,,9.6,,303060001,2016,37091410.66,158.0772783
Lower Mills Branch,Municipal,Library,23 Richmond St,2124,9940,123.6,Not Available,,Library,2000,80.1,8.1,1228918,0.28,0.72,,,,Not Available,2016,2009526.06,202.1655995
Ludcke House,Yes,Office,690 Soldiers Field Road,2163,9611,36.7,94,,Office,1926,27.1,2.8,352431,0.35,,0.65,21.9,,2200530000,2014 2015 2016,662217.849,68.90207564
LYNDON,Municipal,K-12 School,170 Russett Rd.,2132,24708,59.5,94,,K-12 School,1028,91,3.7,1469153,0.2,0.8,,,,Not Available,2016,2156716.017,87.28816646
LYON,Municipal,K-12 School,50 Beechcroft St.,2135,13336,87.7,63,,K-12 School,1926,79,5.9,1169657,0.33,0.67,,,,Not Available,2016,2034852.805,152.5834437
MA0011ZZ - CPT JF WILLIAMS CG B,Yes,Office,408 ATLANTIC AV,2210,176013,Not Available,Not Available,,Office,1918,Not Available,0,Not Available,,,,5.4,,302959000,2014 2015 2016,#VALUE!,#VALUE!
MA0013ZZ - J W MCCORMACK BLDG,Yes,Office,5 POST OFFICE SQ,2109,776861,41.5,96,,Courthouse Office Parking,1933,2705.3,3.5,32259059,0.58,0,0.42,4.6,,303881000,2014 2015 2016,75008763.99,96.55364858
MA0050ZZ - MOAKLEY COURTHOUSE,Yes,Courthouse,1 COURTHOUSE WAY,2109,915346,82.5,58,,Courthouse Parking,1998,6169,6.7,75537346,0.65,0.35,,12,,602671010,2014 2015 2016,181931697.8,198.7572982
MA0131ZZ - JFK FEDERAL BUILDING,Yes,Office,15 NEW SUDBURY STREET,2203,971779,76,Not Available,,Data Center Office Parking,1966,6044.4,6.2,73870328,0.51,,0.49,11.2,,302605000,2014 2015 2016,161731696.1,166.4284741
MA0153ZZ - TP O'NEILL FED BLDG,Yes,Office,10 CAUSEWAY STREET,2222,773445,Not Available,Not Available,,Office Parking,1986,Not Available,0,Not Available,,,,5.9,,301920000,2014 2015 2016,#VALUE!,#VALUE!
MA036_Avalon Exeter,Yes,Multifamily Housing,77 Exeter Street,2116,268850,41.5,86,,Multifamily Housing,2014,867.7,3.2,11161278,0.56,0.44,,19.8,,401037085,2015 2016,24782501.67,92.1796603
MA040_AVA Back Bay,Yes,Multifamily Housing,790 Boylston Street,2199,291222,92.5,43,,Multifamily Housing,1968,1853.9,6.4,26936226,0.09,0.03,0.87,28.8,,401037010,2015 2016,36582088.53,125.6158138
MA041_Avalon Prudential Center 2,Yes,Multifamily Housing,780 Boylston Street,2199,287111,97.1,10,,Multifamily Housing,1968,2069.1,7.2,27872155,0.26,,0.74,30.5,,401037050,2015 2016,47505300.98,165.4597037
MA042_Avalon Prudential Center 1,Yes,Multifamily Housing,770 Boylston Street,2199,286043,96.1,12,,Multifamily Housing,1968,2034.7,7.1,27477661,0.25,,0.75,28.6,,401037075,2015 2016,46299858.79,161.863282
Madison Park III,Yes,Multifamily Housing,122 Dewitt Street,2120,193447,46.2,100,,Multifamily Housing,1978,487.9,2.5,8930969,0.03,0.97,,45,,9.0231E+58,2015 2016,9937489.206,51.37060387
Madison Park IV,Yes,Multifamily Housing,1-21 Brook Marshall Road,2120,224398,28.4,100,,Multifamily Housing,1980,345.2,1.5,6368858,0.03,0.97,,46,,9.02145E+38,2015 2016,7086628.297,31.58062147
Madison Washington,Yes,Office,75 Federal Street,2110,50000,105.6,40,,Office,1980,380.1,7.6,5280947,0.43,0.57,,6.5,,902478000,2014 2015 2016,10290981.42,205.8196284
Main College Building,Yes,College/University,300 The Fenway,2115,198700,128.4,Not Available,,College/University Office,1904,1687.1,8.5,25509429,0.3,0.7,,10.1,,401842000,2014 2015 2016,42779312.43,215.2959861
"Mandarin Oriental, Boston",Yes,Multifamily Housing,772-776 Boylston Street,2199,452336,147.6,1,,Bar/Nightclub Hotel Multifamily Housing Other - Mall Restaurant Social/Meeting Hall,2006,5484.6,12.1,66778609,0.55,0.08,0.37,34.3,,"4,010,378,100,401,030,000",2015 2016,150585763.3,332.906873
Mandela Homes,Yes,Multifamily Housing,1855 Washington Street,2118,114190,96.7,50,,Multifamily Housing,1900,759.6,6.7,11038622,0.36,0.64,,76.3,,901150000,2015 2016,19896012.29,174.2360302
MANNING,Municipal,K-12 School,130 Louders Ln.,2130,22336,67.3,91,,K-12 School,1941,93,4.2,1503476,0.2,0.8,,,,Not Available,2016,2207102.474,98.81368528
Marcus Garvey,Yes,Multifamily Housing,42 John Eliot Square,2119,144181,72.6,61,,Multifamily Housing,1981,702.5,4.9,10471267,0.32,0.68,,35.4,,903557000,2015 2016,17998013.72,124.8293029
Marian Manor Nursing Home,Yes,Senior Care Community,130 Dorchester Street,2127,201858,133.8,25,,Senior Care Community,1964,1706,8.5,27006437,0.23,0.77,,,,Not Available,2015 2016,41338753.12,204.7912548
Marine Unit,Municipal,Fire Station,50 Battery St,2109,2000,267.6,Not Available,,Fire Station,2000,51.8,25.9,535275,1,,,,,Not Available,2016,1680762.244,840.381122
MARSHALL,Municipal,K-12 School,35 Westville St.,2124,141091,72.8,82,,K-12 School,1971,636.6,4.5,10276509,0.2,0.8,,,,Not Available,2016,15085915.51,106.9233013
MASON,Municipal,K-12 School,150 Norfolk Ave.,2119,27642,71,90,,K-12 School,1905,117.5,4.3,1962841,0.15,0.85,,,,Not Available,2016,2676333.704,96.82127572
Mason Place: 80 Mason St,Yes,Multifamily Housing,80 Mason St,2111,134915,65.2,74,,Multifamily Housing,1918,571.3,4.2,8793677,0.27,0.73,,34.9,,304838000,2016,14195632.78,105.2190845
Mason Pool,Municipal,Other - Recreation,159 Norfolk Ave,2119,13300,249.3,Not Available,,Other - Recreation,2000,213.4,16,3315210,0.26,0.74,,,,Not Available,2016,5282456.251,397.1771618
Mass. Wholesale Food Terminal,Yes,Manufacturing/Industrial Plant,130 Newmarket Square,2118,160000,138.9,Not Available,,Manufacturing/Industrial Parking,1952,1722.7,10.8,22224021,0.56,0.44,,14.6,,801021070,2014 2015 2016,49346216.23,308.4138514
Massachusetts Historical Society,Yes,Museum,1154 Boylston Street,2215,48000,Not Available,Not Available,,Museum,1899,Not Available,0,Not Available,,,,4.3,,Not Available,2016,#VALUE!,#VALUE!
MATHER,Municipal,K-12 School,24 Parish St.,2122,76974,54.9,95,,K-12 School,1905,253.3,3.3,4225350,0.16,0.84,,,,Not Available,2016,5849575.094,75.99416808
MATTAHUNT,Municipal,K-12 School,100 Hebron St.,2126,171035,53,92,,K-12 School,1977,593,3.5,9061638,0.28,0.72,,,,Not Available,2016,14817589.8,86.63483967
Mattapan Apartments E,Yes,Multifamily Housing,1332-1342 River Street,2136,34222,88.1,50,,Multifamily Housing,1920,198.4,5.8,3016145,0.29,0.71,,10.2,,1811577000 18578000,2015 2016,4995037.735,145.9598426
Mattapan Branch,Municipal,Library,1350 Blue Hill Ave,2126,21000,166.3,Not Available,,Library,2000,230.1,11,3492235,0.29,0.71,,,,Not Available,2016,5783489.555,275.4042645
Mattapan Campus,Municipal,Urgent Care/Clinic/Other Outpatient,249 River Street,2118,107359,110.1,Not Available,,Urgent Care/Clinic/Outpatient,2000,897.1,8.4,11817744,0.52,0.48,,,,Not Available,2016,25252156.02,235.2122879
Maverick Landing II,Yes,Multifamily Housing,115 Sumner Street,2128,50000,106,31,,Multifamily Housing,1900,312.2,6.2,5301778,0.13,0.87,,56.7,,105402010,2015 2016,7007359.983,140.1471997
McArdle Bridge Tender House,Municipal,Other - Public Services,500 Meridian St,2128,3024,173.9,Not Available,,Other - Public Services,2000,35.7,11.8,525830,0.7,,,,,Not Available,2016,1155773.9,382.2003639
McArthur Hall,Yes,Residence Hall/Dormitory,47A Harvard Way,2163,107673,83.2,71,,Residence Hall/Dormitory,1999,671.8,6.2,8960833,0.28,,0.72,22.8,,2200530000,2014 2015 2016,15620524.09,145.0737333
McBride House/St Cecilia's: StC-108 Kilmarnock st,Yes,Multifamily Housing,108 Kilmarnock Street,2115,80731,67.8,71,,Multifamily Housing,1995,393.1,4.9,5474439,0.43,0.57,,46.8,,504281010,2015 2016,10668038.3,132.1430219
McCollum Center,Yes,Social/Meeting Hall,47 Harvard Way,2163,18925,69.6,Not Available,,Social/Meeting Hall,1969,104.7,5.5,1316744,0.43,,0.57,23.1,,2200530000,2014 2015 2016,2678520.645,141.5334555
McCormack Building,Yes,State Office Building,1 Ashburton Place,2108,800000,107.85,0,,State Office Building Office,1975,7357.2,,86280640,0.67,0.33,,,,,2016,211413452.2,264.2668152
McCulloch Hall,Yes,Residence Hall/Dormitory,44 Harvard Way,2163,51821,68.9,72,,Residence Hall/Dormitory,1926,285.6,5.5,3570974,0.45,,0.55,22.4,,2200530000,2014 2015 2016,7402629.102,142.8499856
MCKAY,Municipal,K-12 School,122 Cottage St.,2128,79082,39.7,97,,K-12 School,1926,212.1,2.7,3137483,0.33,0.67,,0.9,,Not Available,2016,5458279.175,69.02049993
MCKINLEY MACKEY,Municipal,K-12 School,90 Warren Ave.,2116,78258,56.5,94,,K-12 School,1959,265.1,3.4,4422136,0.16,0.84,,,,Not Available,2016,6122004.386,78.22847998
MCKINLEY MILMORE,Municipal,K-12 School,97 Peterborough St.,2215,19819,68.6,93,,K-12 School,1929,80.9,4.1,1359053,0.15,0.85,,,,Not Available,2016,1853068.22,93.49958222
MCKINLEY ST MARYS,Municipal,K-12 School,50 St. Marys St.,2215,17299,51.4,99,,K-12 School,1923,54,3.1,889714,0.17,0.83,,,,Not Available,2016,1250315.365,72.27674231
McNamara House,Yes,Multifamily Housing,210 Everett Street,2134,63538,63.9,97,,Multifamily Housing,1981,241.4,3.8,4062185,0.14,0.86,,56.8,,Not Available,2015 2016,5453889.581,85.83665808
McNamara House,Yes,Multifamily Housing,69 Holton Street,2134,63538,62.8,Not Available,,Multifamily Housing Parking,1981,241.9,3.8,3989123,0.17,0.83,,55.2,,Not Available,2015 2016,5605914.552,88.22932028
Medical Area Total Energy Plant,Yes,Energy/Power Station,474 Brookline Avenue,2215,259500,103.4,Not Available,,Energy/Power Station,1980,1940.9,7.5,26819999,0.23,,0.69,3.5,,401930000,2014 2015 2016,41576362.45,160.2171963
MEEI - 325 Cambridge St,Yes,Office,325 Cambridge St,2114,39000,143.4,3,,Office,1920,541.2,13.9,5594434,1,,,115.1,,300438010,2014 2015 2016,17566522.76,450.4236605
MEEI - Main building,Yes,Hospital (General Medical & Surgical),243 Charles Street,2114,389552,Not Available,Not Available,,Hospital (General Medical & Surgical),1973,Not Available,Not Available,Not Available,,,,,,300381001,2014 2015 2016,#VALUE!,#VALUE!
MEEI - SERI,Yes,Laboratory,20 Staniford St,2114,71900,535.6,Not Available,,Laboratory,2004,2995.2,41.7,38507571,0.38,0,0.62,,,300624000,2014 2015 2016,74596866.54,1037.508575
MEEI -Longwood,Yes,Ambulatory Surgical Center,800 Huntington Ave,2115,76300,205.2,Not Available,,Ambulatory Surgical Center,2012,1177.2,15.4,15660106,0.51,0.49,,,,1000894000,2014 2015 2016,33135218.29,434.275469
Mellon Hall,Yes,Residence Hall/Dormitory,670 Soldiers Field Road,2163,47698,71.1,81,,Residence Hall/Dormitory,1926,251.6,5.3,3390572,0.26,,0.74,22.5,,2200530000,2014 2015 2016,5778890.917,121.1558329
MENDELL,Municipal,K-12 School,164 School St.,2119,31892,65.5,92,,K-12 School,1904,126.4,4,2088326,0.17,0.83,,,,Not Available,2016,2934724.247,92.02070258
Menino Community Center,Municipal,Other - Recreation,125 Brookway Rd,2131,12000,56.1,Not Available,,Other - Recreation,2000,44.6,3.7,672901,0.3,0.7,,,,Not Available,2016,1128455.312,94.0379427
Mercantile Wharf: Mercantile Wharf,Yes,Multifamily Housing,111 Atlantic Avenue,2110,230000,58,59,,Multifamily Housing,1974,877.9,3.8,13347322,0.29,0.71,,36.7,,303636000,2015 2016,22104499.47,96.10651942
Merck MRL Boston,Yes,Laboratory,33 Avenue Louis PAsteur,2115,405163,419.8,Not Available,,Laboratory Parking,2004,13217.1,32.6,170102557,0.37,0,0.62,33.8,,Not Available,2014 2015 2016,324181453.1,800.1260064
Mesick Hall,Yes,College/University,291 Brookline Avenue,2115,25900,100.3,Not Available,,College/University,1961,163,6.3,2596563,0.22,0.78,,31.7,,402020000,2015 2016,3920290.817,151.3625798
Methunion,Yes,Multifamily Housing,465 Columbus Avenue,2116,42998,141.3,15,,Multifamily Housing Retail Store,1971,390.8,9.1,6074218,0.26,0.74,,48.4,,400790000,2015 2016,9678659.28,225.0955691
Midway Studios: 15 Channel Center Street,Yes,Multifamily Housing,15 Channel Center St,2210,203500,41.7,52,,Multifamily Housing,2005,672.1,3.3,8477867,0.6,0.4,,15,,602750050,2015 2016,19533005.57,95.98528535
MILDRED,Municipal,K-12 School,Mildred Ave.,2122,214093,61.3,62,,K-12 School,2002,945.5,4.4,13120930,0.43,0.57,,,,Not Available,2016,25568756.88,119.4282712
Millennium Avery Condo Tr,Yes,Multifamily Housing,580 Washington Street,2111,280000,74.6,37,,Multifamily Housing,1900,1479.9,5.3,20880669,0.41,0.59,,42.2,,304832400,2015 2016,39817347.72,142.2048133
Millennium Place Primary- North Tower,Yes,Multifamily Housing,1-3 Avery Street,2111,362409,83.6,5,,Multifamily Housing Restaurant,2001,2355.2,6.5,30292682,0.56,0.44,,27.4,,0304870010 0304870020 0304870400,2015 2016,67261871.11,185.5965804
Millennium Place Primary-South Tower,Yes,Mixed Use Property,2 Avery Street,2111,895973,109.9,Not Available,,Fitness Center/Gym Hotel Movie Theater Multifamily Housing Office Parking Retail Store,2000,6061.7,6.8,98470983,0.19,0.81,,46.6,,304870400,2014 2015 2016,142497359.5,159.0420241
Miller Hall,Yes,Residence Hall/Dormitory,10 Somerset Street,2108,131253,128.6,27,,Residence Hall/Dormitory,2004,1305.3,9.9,16880978,0.37,0.03,0.60,25,,Not Available,2014 2016,32298375.21,246.0772341
Mirabella Pool,Municipal,Other - Recreation,475 Commercial St,2109,3220,101.1,Not Available,,Other - Recreation,2003,29.2,9.1,325687,0.84,0.16,,,,Not Available,2016,913747.4472,283.7724991
"Mishawum Park: Bldgs 17, 18, and 20",Yes,Multifamily Housing,216 Main Street,2129,30425,58.2,94,,Multifamily Housing,1974,113.2,3.7,1771016,0.25,0.75,,33.3,,202315000,2015 2016,2784923.289,91.53404401
