Property Name,Reported,Property Type,Address,ZIP,Gross Area (sq ft),Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf),Onsite Solar (kWh),PARCEL_ID,Years Reported,Total Source Energy (kBTU),Source EUI (kBTU/sf),2030 Target by Type,Distance to 2030 Target %,Distance to 2030 Target val,Specific Property Type,,,
Jack Young Company,Yes,Warehouse and Storage,354 Cambridge Street,02134,40000,26.5,Not Available,,Distribution Center Multifamily Housing,1920,93.4,2.3,1059918,0.8,0.2,,1.8,,2100675010,2016,2885096.796,72.1274199,101.6,0,-29.47258,Distribution Center,,,
JACKSON MANN,Municipal,Education,40 Armington St.,02134,207798,158.7,10,,K-12 School,1975,1850.2,8.9,32968337,0.07,0.93,,,,Not Available,2016,39440022.03,189.7998154,101.6,0.464699,88.199815,K-12 School,,,
Jackson Square Limited Partnership,Yes,Service,301 Centre Street,02130,46660,218.2,87,,Parking Supermarket/Grocery,1996,815.6,17.5,10182207,0.62,0.38,,20.8,,1001850010,2016,23885421.18,511.903583,101.6,0.801525,410.303583,Supermarket/Grocery Store,,,
Jaharis Family Center for  Biological and Nutrition Sciences,Yes,Office,150 Harrison Avenue,02111,179423,387.3,Not Available,,Laboratory,2002,5469.7,30.5,69496031,0.41,0,0.59,62.4,,0305104000,2014 2015 2016,138672380.3,772.8796211,25.4,0.967136,747.479621,Laboratory,,,
Jamaica Plain,Yes,Residential,48 School Street,02130,156000,71.5,84,,Multifamily Housing Parking,1920,686.4,4.4,11151154,0.19,0.81,,58,,1101481000 1102327000 1102328000 1102329000 1102330000 1102331000 1102332000 1102342000 1401095000 1401097000 1404298000 1404299000 1904778000,2015 2016,16136834.95,103.4412497,101.6,0.0178,1.84125,Multifamily Housing,,,
Jamaica Plain Branch,Municipal,Public Assembly,12 Sedgewick St,02130,9252,86.5,Not Available,,Library,2000,50.8,5.5,799844,0.24,0.76,,,,Not Available,2016,1241037.485,134.1372119,196.8,0,-62.662788,Library,,,
Jamaicaway Tower and Townhouses,Yes,Residential,111 Perkins Street,02130,445701,60.8,73,,Multifamily Housing,1965,2190.8,4.9,27083158,0.31,0.01,,22.7,,1002149000,2015 2016,26647119.16,59.78698535,101.6,0,-41.813015,Multifamily Housing,,,
Jamestown - 1 Design Center Boston,Yes,Warehouse and Storage,1 Design Center Place,02210,495668,76.5,Not Available,,Distribution Center Office Restaurant,1985,2870.1,4.7,37916572,0.52,0.48,,9.1,,0602674012 0602674018,2014 2015 2016,81020131.05,163.4564488,101.6,0.378428,61.856449,Distribution Center,,,
Jamestown - 21-25 Drydock Ave Boston,Yes,Office,21-25 Drydock Ave,02210,716455,83,Not Available,,Manufacturing/Industrial Non-Refrigerated Warehouse Office Other,1985,4072.3,5,59474690,0.35,0.65,,7.5,698449,0602674013,2014 2015 2016,4.15E+13,207.5,101.6,0.999998,5.80E+07,Mixed Use Property,,,
Jean Yawkey Center/Marian Hall,Yes,Education,400R The Fenway,02115,87877,213.6,Not Available,,College/University Parking,1954,1280.3,14.6,18771531,0.35,0.65,,33.7,,0401847000,2014 2015 2016,33441482.48,380.5487497,195.2,0.487057,185.34875,College/University,,,
John Hancock - 601 Congress Street,Yes,Office,601 Congress Street,02210,525642,60.8,97,,Data Center Financial Office Parking,2004,3054,-0.6,31955665,0.97,0.03,,11.9,,0602678701,2014 2015 2016,98337167.9,187.080119,25.4,0.864229,161.680119,Financial Office,,,
JOKAM,Yes,Office,74 Lawley Street,02122,45724,42.5,98,,Office,1935,129.4,2.8,1944731,0.31,0.69,,1.1,,1602618000,2016,3301958.765,72.21500229,101.6,0,-29.384998,Office,,,
Jordan Hall,Yes,Education,290 Huntington Ave,02115,143000,76.8,Not Available,,College/University,1867,770.7,5.4,10983556,0.39,0.61,,13,,Not Available,2016,20485430.48,143.2547586,195.2,0,-51.945241,College/University,,,
JP Plaza,Yes,Mercentile,315 Centre Street,02130,43792,84.1,Not Available,,Parking Strip Mall,1991,301.4,6.9,3682763,0.66,0.34,,18.8,,1001850100,2016,8946904.432,204.3045404,197.6,0.032816,6.70454,Strip Mall,,,
Judge Baker Children's Center,Yes,Education,53 Parker Hill Ave,02120,72000,96.1,Not Available,,Other - Education,2003,494.5,6.9,6917698,0.42,0.58,,14,,1001439001,2014 2015 2016,13335938.2,185.221364,49.4,0.733292,135.821364,Other - Education,,,
Julia Martin House: Julia Martin House,Yes,Residential,90 Bickford St,02130,44892,56.6,68,,Multifamily Housing,2006,179.5,4,2542578,0.4,0.6,,43.5,,1002334010,2016,4795302.108,106.8186338,25.4,0.762214,81.418634,Multifamily Housing,,,
Julie Hall,Yes,Residential,400 The Fenway,02115,53826,78.4,71,,Residence Hall/Dormitory,1958,299.2,5.6,4217760,0.41,0.59,,38.7,,0401862030,2014 2015 2016,8042846.544,149.423077,101.6,0.320051,47.823077,Residence Hall/Dormitory,,,
Kenmore Abbey,Yes,Residential,488 Commonwealth Avenue,02115,199419,58.9,82,,Multifamily Housing,1978,793.6,4,11736592,0.33,0.67,,37.7,,0503924000,2015 2016,20418148.58,102.3881806,101.6,0.007698,0.788181,Multifamily Housing,,,
Kenmore Tower,Yes,Residential,566 Commonwealth Avenue,02215,100000,31.7,100,,Multifamily Housing,1980,115.5,1.2,3173994,,0.69,,42.3,,Not Available,2016,2299558.436,22.99558436,101.6,0,-78.604416,Multifamily Housing,,,
KENNEDY JF,Municipal,Education,7 Bolster St.,02130,49194,66.6,92,,K-12 School,1963,191.2,3.9,3275809,0.12,0.88,,,,Not Available,2016,4261172.087,86.61975215,101.6,0,-14.980248,K-12 School,,,
KENNEDY PJ,Municipal,Education,343 Saratoga St.,02128,36190,38.2,100,,K-12 School,1926,86.6,2.4,1383320,0.22,0.78,,,,Not Available,2016,2088536.838,57.71032987,101.6,0,-43.88967,K-12 School,,,
KENNEY,Municipal,Education,19 Oakton Ave.,02122,37578,39.3,99,,K-12 School,1926,93.5,2.5,1475145,0.23,0.77,,,,Not Available,2016,2258005.064,60.08848432,101.6,0,-41.511516,K-12 School,,,
KENT,Municipal,Education,50 Bunker Hill St.,02129,93350,85.2,68,,K-12 School,1972,474.9,5.1,7957880,0.15,0.85,,,,Not Available,2016,10850568.7,116.2353369,101.6,0.125911,14.635337,K-12 School,,,
Keystone Apartments,Yes,Residential,151 Hallet Street,02124,279125,59.8,Not Available,,Multifamily Housing Parking,1979,1057.5,3.8,16705041,0.23,0.77,,27.9,,1604327000,2015 2016,25570406.26,91.60915811,101.6,0,-9.990842,Multifamily Housing,,,
KILMER,Municipal,Education,35 Baker St.,02132,25068,54.9,95,,K-12 School,1935,87.9,3.5,1375708,0.25,0.75,,,,Not Available,2016,2163300.673,86.29729826,101.6,0,-15.302702,K-12 School,,,
KING,Municipal,Education,77 Lawrence Ave.,02121,113462,48.4,96,,K-12 School,1937,333.5,2.9,5487008,0.18,0.82,,,,Not Available,2016,7825570.382,68.97084823,101.6,0,-32.629152,K-12 School,,,
King Terminal,Yes,Office,60 K Street,02127,222018,67.7,Not Available,,Office,1900,1164.3,5.2,15031117,0.49,0.37,,6.9,,0603405060,2014 2015 2016,28966465.57,130.4689961,101.6,0.221271,28.868996,Office,,,
Kneeland Street Station,Yes,Public Order and Saftey,165 Kneeland Street,02111,169000,34.2,Not Available,,Energy/Power Station,1930,559.9,3.3,5787366,1,,,10,,Not Available,2014 2015 2016,18172329.24,107.5285754,101.6,0.055135,5.928575,Energy/Power Station,,,
La Concha,Yes,Residential,1 Forest Place,02119,102891,97.8,42,,Multifamily Housing,1900,618.1,6,10065413,0.19,0.81,,52,,0130109900 0802374000 0802573000 1200420000 1301150000,2015 2016,14565659.15,141.5639769,101.6,0.282303,39.963977,Multifamily Housing,,,
Laconia Condominium Association,Yes,Residential,1200 Washington Street,02118,96000,82.2,34,,Multifamily Housing,1944,578.7,6,7891284,0.46,0.54,,31.9,,0306395010,2015 2016,15872528.64,165.33884,101.6,0.385504,63.73884,Multifamily Housing,,,
Ladies Garment Workers Center,Yes,Other,33 Harrison Ave,02111,60600,7.2,Not Available,,Other,1908,42.4,0.7,438687,1,,,13.5,,Not Available,2014 2016,1377478.122,22.73066208,101.6,0,-78.869338,Other,,,
Lafayette City Center,Yes,Office,2 Avenue de Lafayette,02111,611570,65.8,70,,Office Retail Store,1984,3845,6.3,40232087,0.97,0.03,,5.6,,0304500200,2016,123806201.3,202.4399518,101.6,0.498123,100.839952,Office,,,
Landfall West Apartments: 401 Border Street,Yes,Residential,401 Border St,02128,51620,78.1,45,,Multifamily Housing,1976,256.3,5,4031619,0.24,0.76,,38.4,,0103613000,2015 2016,6255460.04,121.1828756,101.6,0.161598,19.582876,Multifamily Housing,,,
Landmark at Longwood,Yes,Public Assembly,63 Parket Hill Road,02120,35000,75.7,69,,Parking Senior Care Community,2002,256.4,7.3,2650578,1,,,75.1,,1001441000,2015 2016,8322814.92,237.794712,25.4,0.893185,212.394712,Senior Care Community,,,
Landmark Center,Yes,Office,401 Park Drive,02215,1003987,85.7,78,,Data Center Non-Refrigerated Warehouse Office Other - Mall Retail Store,1928,6973.2,6.9,86059819,0.64,0.36,,12.9,,2100077000,2014 2015 2016,205476424.3,204.6604431,101.6,0.503568,103.060443,Office,,,
Landmark Square,Yes,Residential,75 Peterborough Street,02115,204157,70.3,89,,Multifamily Housing Parking,2000,876.8,4.3,14356635,0.18,0.82,,42.6,,0504311000,2015 2016,20475432.84,100.2925829,101.6,0,-1.307417,Multifamily Housing,,,
Langham Court,Yes,Residential,26 Worcester St,02118,107340,57.1,83,,Multifamily Housing Parking,1991,386.6,3.6,6133522,0.23,0.77,,42.2,,0900660000,2016,9388581.972,87.46582795,101.6,0,-14.134172,Multifamily Housing,,,
LATIN,Municipal,Education,78 Louis Pasteur Ave.,02115,336545,67.1,63,,K-12 School,1922,1425.1,4.2,22598382,0.23,0.77,,,,Not Available,2016,34591343.17,102.7837085,101.6,0.011516,1.183708,K-12 School,,,
LATIN ACADEMY,Municipal,Education,205 Townsend St.,02121,332366,40.8,93,,K-12 School,1926,881.2,2.7,13575394,0.27,0.73,,,,Not Available,2016,21914758.21,65.9356198,101.6,0,-35.66438,K-12 School,,,
Latin Academy I / New Girls Latin Academy,Yes,Residential,380 Talbot Avenue,02124,79599,122.8,3,,Multifamily Housing,1930,660.7,8.3,9777549,0.33,0.67,,53.9,,1704781102,2015 2016,17010002,213.696177,101.6,0.524559,112.096177,Multifamily Housing,,,
Laurel Ridge Rehab and Skilled Care Center,Yes,Residential,174 Forest Hill St,02130,38894,136.1,Not Available,,Parking,1960,349,9,5295015,0.29,0.71,,84.7,,1700021000,2016,8769074.342,225.4608511,101.6,0.549367,123.860851,Residential Care Facility,,,
Lavietes Pavilion,Yes,Public Assembly,45 North Harvard Street,02134,31140,105.7,Not Available,,Indoor Arena,1926,250.4,8,3291192,0.32,,0.68,5.1,,2200533000,2014 2015 2016,5992602.394,192.4406677,101.6,0.472045,90.840668,Indoor Arena,,,
LBB Apartments,Yes,Residential,102 Talbot Avenue,02124,82096,101.5,45,,Multifamily Housing,1920,513.8,6.3,8331747,0.2,0.8,,57.5,,1402195000 1402196000 1402197000 1402198000 1402199000 1402200000 1402531000 1402803000 1402804000 1800902000 1800904000 1800908000,2016,12231004.6,148.9841721,101.6,0.318048,47.384172,Multifamily Housing,,,
LEE,Municipal,Education,155 Talbot Ave.,02124,153460,106.1,50,,K-12 School,1971,946.6,6.2,16281772,0.12,0.88,,2,,Not Available,2016,21179328.37,138.0120446,101.6,0.263832,36.412045,K-12 School,,,
Lefavour Hall,Yes,Education,2 Avenue Louis Pasteur,02115,122900,121.6,Not Available,,College/University,1961,1000.7,8.1,14949375,0.32,0.68,,14.3,,0401842000,2014 2015 2016,25694985.75,209.0723007,195.2,0.066352,13.872301,College/University,,,
Legal Sea Foods LLC,Yes,Warehouse and Storage,1 Seafood Way,02210,75000,228.5,3,,Distribution Center,2003,1212.7,16.2,17139140,0.4,0.6,,230.1,,0602674000,2015 2016,32324418.04,430.9922405,,0,13.872301,Distribution Center,,,
Leventhal House: 40 Wallingford Rd.,Yes,Residential,40 Wallingford Rd,02135,158387,95.4,30,,Multifamily Housing,2007,991.9,6.3,15108158,0.29,0.71,,55.6,,2102565010,2015 2016,25020620.46,157.9714274,25.4,0.839211,132.571427,Multifamily Housing,,,
Lewenberg,Municipal,Education,20 Outlook Rd.,02126,120944,54,91,,K-12 School,1930,406.6,3.4,6531994,0.21,0.79,,,,Not Available,2016,9725485.122,80.41312609,101.6,0,-21.186874,K-12 School,,,
LEWIS,Municipal,Education,131 Walnut Ave.,02119,76220,45.3,99,,K-12 School,1912,204.6,2.7,3450535,0.14,0.86,,,,Not Available,2016,4632687.888,60.7804761,101.6,0,-40.819524,K-12 School,,,
LHRRB,Yes,Office,45 Shattuck St,02115,66053,371.4,Not Available,,Laboratory,1977,1729.2,26.2,24532841,0.33,,0.25,22,,0401882000,2014 2015 2016,32780782.14,496.2799895,101.6,0.795277,394.67999,Laboratory,,,
Liberty Mutual Tower,Yes,Office,157 Berkeley Street,02116,757241,91,85,,Office Parking Restaurant,2013,5280.3,7,68897206,0.54,0.46,,15.6,,0501149000 0501150000 0501148000,2015 2016,150099453,198.2188669,25.4,0.871859,172.818867,Office,,,
Liberty Wharf-Boston Reporting,Yes,Service,250 Northern Ave,02110,75661,482.5,Not Available,,Office Parking Restaurant,2010,2696.7,35.6,36505854,0.48,0.52,,155,,0602673121,2015 2016,74953819.02,990.6532959,86.8,0.912381,903.853296,Restaurant,,,
LILLA FREDRICK,Municipal,Education,264 Columbia Rd.,02121,144008,75.7,42,,K-12 School,2002,760.9,5.3,10898471,0.38,0.62,,,,Not Available,2016,20098960.77,139.5683627,25.4,0.81801,114.168363,K-12 School,,,
Lincoln Halls at Park Drive Condominium,Yes,Residential,11-15 Park Drive,02215,52865,84.3,76,,Multifamily Housing,1920,266.2,5,4459149,0.15,0.85,,38.6,,0504213000,2015 2016,6080049.662,115.0108704,101.6,0.116605,13.41087,Multifamily Housing,,,
Lincoln Plaza,Yes,Residential,66-86 Lincoln St,02111,121500,42.5,88,,Multifamily Housing,1950,414.3,3.4,5158352,0.62,0.38,,31.9,,0304304100,2015 2016,12100462.12,99.59228084,101.6,0,-2.007719,Multifamily Housing,,,
Lindemann Mental Health Center,Yes,Health,31 Staniford Street,02114,225875,125.59,0,,Mental Health Center Other/Specialty Hospital,1970,2040.4,,28368090,0.39,0.61,,,,,2015 2016,52909324.66,234.2416144,101.6,0.56626,132.641614,Mental Health Center,,,
Loeb House,Yes,Office,10 Harvard Way,02163,6067,53.7,84,,Office,1940,24.5,4,325520,0.29,,0.71,21.7,,2200530000,2014 2015 2016,573761.552,94.5708838,101.6,0,-7.029116,Office,,,
Loews Boston Hotel,Yes,Residential,350 Stuart Street,02116,172000,121.8,42,,Hotel,2004,1498.2,8.7,20956110,0.42,0.58,,43.7,,0401117000,2014 2015 2016,40399188.86,234.879005,25.4,0.891859,209.479005,Hotel,,,
Loftman Hall,Yes,Education,163 157 153 Hemenway Street,02115,53219,78.6,Not Available,,College/University,1909,251.4,4.7,4184895,0.16,0.84,,37,,Not Available,2014 2015 2016,5793568.638,108.8627866,,0,209.479005,College/University,,,
Long Island Campus,Municipal,Residential,1 Long Island Rd,02171,300000,4.2,100,,Residence Hall/Dormitory,2000,121.3,0.4,1253658,1,,,,,Not Available,2016,3936484.864,13.12161621,101.6,0,-88.478384,Residence Hall/Dormitory,,,
Long Island Firing Range,Municipal,Public Order and Saftey,Long Island Road,02169,1000,16.8,Not Available,,Police Station,2000,1.6,1.6,16787,1,,,,,Not Available,2016,52711.18,52.71118,116.8,0,-64.08882,Police Station,,,
Longfellow Place,Yes,Residential,5 Longfellow Place,02114,994177,46.8,69,,Multifamily Housing Parking,1975,3840.6,3.9,46522113,0.67,0.33,,23.8,,0300470000,2015 2016,113993133.5,114.6608033,101.6,0.113908,13.060803,Multifamily Housing,,,
Longwood Galleria,Yes,Office,400 Brookline Avenue,02215,292745,147.3,Not Available,,Hotel Multifamily Housing Office Other Other - Restaurant/Bar Parking Retail Store,1969,3688.8,12.6,43116029,0.68,0.11,0.21,69.7,,0401914000,2014 2015 2016,107906485.8,368.6023187,101.6,0.724364,267.002319,Mixed Use Property,,,
Loretto Hall,Yes,Residential,420 The Fenway,02115,57190,72.3,81,,Residence Hall/Dormitory,1964,263.9,4.6,4135486,0.24,0.76,,31.2,,0401847000,2014 2015 2016,6416620.078,112.1982878,101.6,0.09446,10.598288,Residence Hall/Dormitory,,,
Lovejoy Wharf,Yes,Office,160 N. Washington St. ,02144,234641,58.5,85,,Office,2015,1205.3,5.1,13731965,0.79,0.21,,9.6,,0303060001,2016,37091410.66,158.0772783,25.4,0.839319,132.677278,Office,,,
Lower Mills Branch,Municipal,Public Assembly,23 Richmond St,02124,9940,123.6,Not Available,,Library,2000,80.1,8.1,1228918,0.28,0.72,,,,Not Available,2016,2009526.06,202.1655995,196.8,0.026541,5.3656,Library,,,
Ludcke House,Yes,Office,690 Soldiers Field Road,02163,9611,36.7,94,,Office,1926,27.1,2.8,352431,0.35,,0.65,21.9,,2200530000,2014 2015 2016,662217.849,68.90207564,101.6,0,-32.697924,Office,,,
LYNDON,Municipal,Education,170 Russett Rd.,02132,24708,59.5,94,,K-12 School,1028,91,3.7,1469153,0.2,0.8,,,,Not Available,2016,2156716.017,87.28816646,101.6,0,-14.311834,K-12 School,,,
LYON,Municipal,Education,50 Beechcroft St.,02135,13336,87.7,63,,K-12 School,1926,79,5.9,1169657,0.33,0.67,,,,Not Available,2016,2034852.805,152.5834437,101.6,0.334135,50.983444,K-12 School,,,
MA0011ZZ - CPT JF WILLIAMS CG B,Yes,Office,408 ATLANTIC AV,02210,176013,Not Available,Not Available,,Office,1918,Not Available,0,Not Available,,,,5.4,,0302959000,2014 2015 2016,#VALUE!,#VALUE!,,0,50.983444,Office,,,
MA0013ZZ - J W MCCORMACK BLDG,Yes,Office,5 POST OFFICE SQ,02109,776861,41.5,96,,Courthouse Office Parking,1933,2705.3,3.5,32259059,0.58,0,0.42,4.6,,0303881000,2014 2015 2016,75008763.99,96.55364858,101.6,0,-5.046351,Office,,,
MA0050ZZ - MOAKLEY COURTHOUSE,Yes,Office,1 COURTHOUSE WAY,02109,915346,82.5,58,,Courthouse Parking,1998,6169,6.7,75537346,0.65,0.35,,12,,0602671010,2014 2015 2016,181931697.8,198.7572982,101.6,0.488824,97.157298,Courthouse,,,
MA0131ZZ - JFK FEDERAL BUILDING,Yes,Office,15 NEW SUDBURY STREET,02203,971779,76,Not Available,,Data Center Office Parking,1966,6044.4,6.2,73870328,0.51,,0.49,11.2,,0302605000,2014 2015 2016,161731696.1,166.4284741,101.6,0.389528,64.828474,Office,,,
MA0153ZZ - TP O'NEILL FED BLDG,Yes,Office,10 CAUSEWAY STREET,02222,773445,Not Available,Not Available,,Office Parking,1986,Not Available,0,Not Available,,,,5.9,,0301920000,2014 2015 2016,#VALUE!,#VALUE!,,0,64.828474,Office,,,
MA036_Avalon Exeter,Yes,Residential,77 Exeter Street,02116,268850,41.5,86,,Multifamily Housing,2014,867.7,3.2,11161278,0.56,0.44,,19.8,,0401037085,2015 2016,24782501.67,92.1796603,25.4,0.724451,66.77966,Multifamily Housing,,,
MA040_AVA Back Bay,Yes,Residential,790 Boylston Street,02199,291222,92.5,43,,Multifamily Housing,1968,1853.9,6.4,26936226,0.09,0.03,0.87,28.8,,0401037010,2015 2016,36582088.53,125.6158138,101.6,0.191185,24.015814,Multifamily Housing,,,
MA041_Avalon Prudential Center 2,Yes,Residential,780 Boylston Street,02199,287111,97.1,10,,Multifamily Housing,1968,2069.1,7.2,27872155,0.26,,0.74,30.5,,0401037050,2015 2016,47505300.98,165.4597037,101.6,0.385953,63.859704,Multifamily Housing,,,
MA042_Avalon Prudential Center 1,Yes,Residential,770 Boylston Street,02199,286043,96.1,12,,Multifamily Housing,1968,2034.7,7.1,27477661,0.25,,0.75,28.6,,0401037075,2015 2016,46299858.79,161.863282,101.6,0.37231,60.263282,Multifamily Housing,,,
Madison Park III,Yes,Residential,122 Dewitt Street,02120,193447,46.2,100,,Multifamily Housing,1978,487.9,2.5,8930969,0.03,0.97,,45,,0902310000 0902344000 0902345000 0902380000 0902500000 0902506000,2015 2016,9937489.206,51.37060387,101.6,0,-50.229396,Multifamily Housing,,,
Madison Park IV,Yes,Residential,1-21 Brook Marshall Road,02120,224398,28.4,100,,Multifamily Housing,1980,345.2,1.5,6368858,0.03,0.97,,46,,0902145000 0902197000 0902230020 0903070000,2015 2016,7086628.297,31.58062147,101.6,0,-70.019379,Multifamily Housing,,,
Madison Washington,Yes,Office,75 Federal Street,02110,50000,105.6,40,,Office,1980,380.1,7.6,5280947,0.43,0.57,,6.5,,0902478000,2014 2015 2016,10290981.42,205.8196284,101.6,0.506364,104.219628,Office,,,
Main College Building,Yes,Education,300 The Fenway,02115,198700,128.4,Not Available,,College/University Office,1904,1687.1,8.5,25509429,0.3,0.7,,10.1,,0401842000,2014 2015 2016,42779312.43,215.2959861,195.2,0.093341,20.095986,College/University,,,
Mandarin Oriental Boston,Yes,Residential,772-776 Boylston Street,02199,452336,147.6,1,,Bar/Nightclub Hotel Multifamily Housing Other - Mall Restaurant Social/Meeting Hall,2006,5484.6,12.1,66778609,0.55,0.08,0.37,34.3,,0401037810 0401037800,2015 2016,150585763.3,332.906873,,0,20.095986,Multifamily Housing,,,
Mandela Homes,Yes,Residential,1855 Washington Street,02118,114190,96.7,50,,Multifamily Housing,1900,759.6,6.7,11038622,0.36,0.64,,76.3,,0901150000,2015 2016,19896012.29,174.2360302,101.6,0.416883,72.63603,Multifamily Housing,,,
MANNING,Municipal,Education,130 Louders Ln.,02130,22336,67.3,91,,K-12 School,1941,93,4.2,1503476,0.2,0.8,,,,Not Available,2016,2207102.474,98.81368528,101.6,0,-2.786315,K-12 School,,,
Marcus Garvey,Yes,Residential,42 John Eliot Square,02119,144181,72.6,61,,Multifamily Housing,1981,702.5,4.9,10471267,0.32,0.68,,35.4,,0903557000,2015 2016,17998013.72,124.8293029,101.6,0.186089,23.229303,Multifamily Housing,,,
Marian Manor Nursing Home,Yes,Public Assembly,130 Dorchester Street,02127,201858,133.8,25,,Senior Care Community,1964,1706,8.5,27006437,0.23,0.77,,,,Not Available,2015 2016,41338753.12,204.7912548,101.6,0.503885,103.191255,Senior Care Community,,,
Marine Unit,Municipal,Public Order and Saftey,50 Battery St,02109,2000,267.6,Not Available,,Fire Station,2000,51.8,25.9,535275,1,,,,,Not Available,2016,1680762.244,840.381122,101.6,0.879102,738.781122,Fire Station,,,
